cell_id,nuc_y,nuc_x,golgi_y,golgi_x,polarity_dx,polarity_dy,polarity_angle_deg,polarity_alignment_deg,polarity_length
1,,,,,,,,,
2,86.38079827400216,485.4700467457749,55.317476732161325,476.35263702171665,-9.117409724058234,-31.063321541840835,253.64248445728816,73.64248445728816,32.37371009458361
3,,,,,,,,,
4,60.509221726793676,566.0491487636806,49.787556053811656,581.0784753363229,15.029326572642276,-10.72166567298202,324.4965860220492,35.5034139779508,18.461710972451396
5,,,,,,,,,
6,,,,,,,,,
7,,,,,,,,,
8,,,,,,,,,
9,,,,,,,,,
10,,,,,,,,,
11,,,,,,,,,
12,,,,,,,,,
13,,,,,,,,,
14,,,,,,,,,
15,,,,,,,,,
16,,,,,,,,,
17,,,,,,,,,
18,,,,,,,,,
19,343.60291106314685,334.0136698212408,360.3234253361642,381.3113941967445,47.29772437550372,16.72051427301733,19.46932918486889,19.46932918486889,50.16622697248912
20,,,,,,,,,
21,,,,,,,,,
22,,,,,,,,,
23,460.40424570912376,482.2563233965673,433.26151560178306,495.2147102526003,12.958386856032973,-27.142730107340697,295.5205787176947,64.47942128230528,30.07736005021962
24,,,,,,,,,
25,,,,,,,,,
26,,,,,,,,,
27,,,,,,,,,
28,,,,,,,,,
29,,,,,,,,,
30,581.8102666136092,502.40962992439313,591.2352941176471,540.1013931888544,37.691763264461315,9.425027504037871,14.039228844247083,14.039228844247083,38.85228643768686
31,,,,,,,,,
32,,,,,,,,,
33,,,,,,,,,
34,,,,,,,,,
35,,,,,,,,,
36,,,,,,,,,
37,,,,,,,,,
38,,,,,,,,,
39,,,,,,,,,
40,,,,,,,,,
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,994.9878048780488,801.829268292683,979.392700729927,789.348905109489,-12.480363183193958,-15.595104148121777,231.33060519452206,51.330605194522064,19.974151761093342
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
